molecule,box,D_m2_s,window_ps
706,35,3.791856094565641e-12,1949.5
707,35,2.4765432697539024e-12,949.5
708,35,5.89670233709547e-11,1874.5
710,35,2.163521819656029e-12,1399.5
712,35,5.7267631578642e-12,924.5
713,35,1.5006304704633198e-12,649.5
715,35,6.117488399507282e-13,1099.5
717,35,1.2061154857143716e-12,1174.5
719,35,1.7669853674995317e-11,1274.5
721,35,2.140410355660093e-12,1949.5
722,35,6.267186881519884e-13,274.5
723,35,1.2815047711163273e-12,799.5
724,35,2.7386758934839403e-12,1199.5
725,35,2.1061849226841098e-12,374.5
727,35,2.0638277152270234e-12,1199.5
728,35,1.9420581491705128e-12,1624.5
729,35,1.2641218147098109e-12,399.5
730,35,2.8388055497297397e-12,1949.5
732,35,8.310386874673876e-13,1024.5
733,35,2.473384876806073e-12,899.5
737,35,2.0954292715713227e-12,1924.5
739,35,9.315488806782308e-13,699.5
740,35,2.8836971491294036e-12,1049.5
741,35,2.5185813739392232e-12,624.5
744,35,6.66247544355127e-13,324.5
745,35,1.9987818152962884e-12,1124.5
746,35,3.52362857721378e-10,1949.5
749,35,5.354340220713873e-12,649.5
750,35,1.9789997643105184e-12,1724.5
751,35,7.884364207924929e-13,1149.5
752,35,1.7551089198740524e-12,1099.5
753,35,3.1463492015481753e-12,1824.5
754,35,4.3799168826760457e-13,774.5
756,35,8.305849070746979e-13,449.5
757,35,5.3767069906874665e-12,1049.5
758,35,4.577187381820952e-12,1499.5
759,35,4.724557393402211e-13,999.5
760,35,2.670268677727471e-12,1474.5
761,35,5.807996306677453e-12,1624.5
762,35,1.806606554390516e-12,1249.5
763,35,2.9842922989859764e-12,1399.5
764,35,1.4876772772389277e-12,999.5
765,35,4.753454558198204e-12,699.5
766,35,8.408616097279249e-13,1274.5
767,35,2.3838513022241245e-11,1949.5
768,35,2.2558907914622667e-12,1549.5
769,35,1.39374106278181e-12,999.5
771,35,2.5114914440462535e-12,674.5
772,35,1.566188623902228e-12,1124.5
773,35,8.552102219750055e-13,1274.5
774,35,8.799227084134819e-13,399.5
775,35,8.078723567673734e-13,799.5
776,35,3.1998815952448444e-12,199.5
777,35,2.786869318315767e-12,1949.5
778,35,1.5160787098931825e-12,1674.5
779,35,3.1050632070951836e-12,1274.5
780,35,1.2642899357936617e-12,1024.5
787,35,2.6340233817584772e-12,1124.5
791,35,1.1954477309195949e-12,1274.5
792,35,1.3081652996354114e-12,1274.5
794,35,8.32968457312081e-13,1149.5
795,35,3.399785544473864e-12,949.5
796,35,1.6376668566857584e-12,899.5
797,35,2.740521567727875e-12,1399.5
798,35,1.9349592232031586e-12,1599.5
799,35,1.349692740419428e-12,649.5
800,35,8.187863419776178e-13,1524.5
801,35,1.6494643907078585e-12,1949.5
802,35,6.746257529213398e-13,524.5
803,35,4.934797232789585e-12,1199.5
805,35,1.2073750006010269e-12,699.5
807,35,1.1637889385512248e-12,874.5
808,35,6.824447484247273e-13,274.5
811,35,1.5650821907472272e-12,1524.5
813,35,4.021531600627551e-12,1949.5
816,35,9.135209030489825e-13,524.5
817,35,3.3524186183754118e-12,199.5
818,35,3.904702359970643e-12,1224.5
819,35,7.886675679185923e-13,549.5
820,35,7.639511359556724e-12,1699.5
821,35,9.52737278638027e-13,724.5
822,35,1.0543983400182186e-12,149.5
823,35,1.7309762444651338e-12,1099.5
824,35,1.1410213516604091e-11,149.5
826,35,1.5181523613251538e-12,1824.5
827,35,2.2367127426083892e-12,1574.5
829,35,1.4977989462969792e-11,1824.5
830,35,1.7645377968024457e-12,1824.5
831,35,1.1153421781560195e-11,1949.5
834,35,4.3176089858141095e-11,1949.5
835,35,4.263529862312962e-12,499.5
836,35,1.2296300005452197e-12,724.5
837,35,1.3595796987181457e-12,874.5
838,35,2.7819571751002205e-12,1499.5
840,35,1.1239188812121138e-12,999.5
841,35,1.6871766094141518e-12,1899.5
842,35,3.01659684599606e-12,1024.5
843,35,1.0819782182262832e-12,499.5
844,35,1.6864042322603017e-12,974.5
845,35,2.161058534739345e-12,1874.5
846,35,1.3683751277804532e-12,899.5
847,35,1.29382958251846e-12,1499.5
849,35,6.386964989717341e-12,1374.5
850,35,1.0852515606596113e-12,324.5
851,35,3.759996868617389e-12,1624.5
852,35,4.071012857101565e-12,1424.5
853,35,3.5796524449859722e-12,1749.5
854,35,1.0536983519977568e-12,1399.5
855,35,1.169525767143905e-12,574.5
856,35,2.820736516340295e-12,749.5
858,35,7.236638084581369e-13,1299.5
859,35,2.3965473079171116e-12,1524.5
860,35,7.726277155302042e-12,974.5
862,35,2.193867078727133e-12,199.5
864,35,3.4892599695565053e-12,1924.5
865,35,1.086128673925549e-12,599.5
866,35,7.245167253307716e-13,1099.5
868,35,1.993329268226706e-12,1299.5
869,35,9.620219111685424e-13,349.5
870,35,4.553911027718508e-13,1249.5
872,35,2.190449851636703e-12,1424.5
873,35,1.976570050529092e-12,1549.5
874,35,2.9944250363350552e-12,924.5
876,35,6.138919534320713e-12,1849.5
878,35,1.0300204996324937e-12,574.5
879,35,3.285747935304192e-12,699.5
880,35,2.2197524602586506e-12,1074.5
881,35,2.665445136931909e-12,1874.5
883,35,1.921661017947201e-12,1649.5
886,35,1.0230875223176054e-11,1924.5
888,35,9.960700392840182e-13,1574.5
889,35,1.296769324814601e-12,399.5
891,35,3.4133848129088753e-12,1174.5
892,35,2.6599927956871306e-12,1349.5
894,35,9.832064595034734e-13,1874.5
895,35,1.1633657086504513e-12,1249.5
896,35,2.2090396992960837e-12,1149.5
897,35,1.4828534222379341e-12,1599.5
898,35,8.810520076776323e-13,449.5
902,35,7.641231440850501e-13,1199.5
903,35,9.987902663032745e-13,749.5
904,35,1.3675614690242105e-12,874.5
905,35,1.2457572366602844e-12,1899.5
906,35,2.962971719384745e-12,924.5
907,35,4.028502717236451e-12,1649.5
908,35,5.130073851018115e-13,1174.5
909,35,3.754734100244847e-12,824.5
910,35,3.723316002642462e-12,1349.5
911,35,1.6301279496330792e-12,324.5
913,35,1.2222822985712941e-12,1674.5
914,35,8.778262532157129e-13,1949.5
915,35,2.5252457957688027e-12,574.5
916,35,1.707587844548222e-12,1374.5
917,35,3.2613722466410704e-10,1949.5
919,35,1.157420738458211e-12,449.5
921,35,8.849352329688662e-13,749.5
922,35,2.4887593291420758e-11,1299.5
923,35,4.096259660459217e-12,1074.5
924,35,1.7856200886178478e-12,1224.5
925,35,6.2560461431426e-11,1949.5
926,35,9.27372980764405e-13,549.5
927,35,7.55798635446483e-13,624.5
928,35,2.655671616784405e-12,1949.5
929,35,1.0823659064173994e-11,1849.5
933,35,2.815438811376625e-12,699.5
934,35,1.2853486281086645e-12,1349.5
936,35,1.6819201376387065e-12,1924.5
939,35,1.945021979045973e-12,1524.5
940,35,1.6269153663277686e-12,1449.5
941,35,9.56700560383488e-13,649.5
942,35,2.1952230732612314e-12,1349.5
944,35,1.8062844245082825e-12,1124.5
945,35,3.5317885538082788e-12,1899.5
946,35,5.843796979515533e-13,1649.5
948,35,6.639220040816785e-11,1849.5
949,35,5.477927811484649e-12,299.5
951,35,8.431040183456875e-12,899.5
952,35,1.2685236350841857e-12,524.5
953,35,1.5143392926808577e-12,1224.5
955,35,8.438524201878846e-13,299.5
956,35,2.257372568636525e-12,1949.5
957,35,5.158902432383435e-12,1924.5
958,35,1.3643463047780917e-12,924.5
959,35,2.354561862451884e-12,1124.5
961,35,1.185684490744942e-12,1749.5
962,35,1.895082291599488e-12,1649.5
963,35,3.416304732781298e-12,1099.5
964,35,2.536435540684128e-12,774.5
966,35,1.151065240350795e-12,799.5
967,35,6.865102152472059e-13,524.5
968,35,7.653350898700153e-13,749.5
969,35,2.2553707690158123e-12,1774.5
970,35,4.287492302218571e-12,1149.5
971,35,6.454056481248005e-12,624.5
972,35,3.081512578752059e-12,1074.5
973,35,2.860771900743357e-12,974.5
974,35,4.210329825209521e-11,1549.5
975,35,9.24830250955385e-12,1474.5
976,35,1.973315855965829e-12,549.5
977,35,2.4482696028214208e-12,1949.5
978,35,1.82865438255685e-12,1549.5
979,35,8.773957595578584e-13,399.5
981,35,3.902872527357822e-12,1799.5
982,35,8.673916107854444e-13,774.5
983,35,7.705081368743902e-13,724.5
985,35,5.283502774615595e-13,1124.5
986,35,3.597855745881139e-12,1349.5
987,35,2.4363237806687172e-12,574.5
990,35,4.452562514227195e-13,1324.5
992,35,2.5843688024232397e-12,949.5
993,35,2.4810437507819476e-12,999.5
995,35,2.5661923625654868e-12,1099.5
996,35,1.8176168309389948e-11,1524.5
997,35,4.285858113821795e-12,749.5
998,35,3.1062339970198097e-12,1874.5
999,35,1.549656647043864e-10,1949.5
1000,35,7.683071496570644e-12,1174.5
1001,35,2.304516336719005e-12,1399.5
1002,35,6.935072914393945e-13,649.5
1003,35,2.89790802315386e-12,1224.5
1006,35,9.8690002509046e-12,1399.5
1008,35,5.77675453518171e-13,174.5
1009,35,7.215538979371825e-13,324.5
1011,35,8.848872203027537e-13,999.5
1013,35,1.763136046134743e-12,924.5
1014,35,5.147046730906401e-13,324.5
1015,35,5.350603949332431e-12,974.5
1016,35,4.7765563512730555e-12,774.5
1018,35,1.873277145181777e-12,1074.5
1019,35,1.945655021674426e-12,1549.5
1020,35,3.634008916614577e-12,674.5
1021,35,2.379707732482378e-12,749.5
1022,35,4.360344516157378e-12,1849.5
1023,35,4.111456250341479e-12,1624.5
1025,35,2.5402863744536506e-12,949.5
1026,35,1.8697043859012106e-12,1049.5
1027,35,1.0987692737448869e-12,724.5
1028,35,2.8794817975473735e-12,1199.5
1030,35,1.4608280168146864e-12,1224.5
1031,35,1.3751056462917894e-12,1699.5
1032,35,2.3030442897858194e-12,1074.5
1033,35,4.103918512401165e-12,1124.5
1034,35,6.309938773431596e-13,1424.5
1035,35,7.217839768482471e-13,799.5
1038,35,5.752887750802961e-12,624.5
1041,35,1.6448931767911866e-12,1074.5
1042,35,1.999898615173082e-12,1574.5
1043,35,6.896823882158523e-13,149.5
1044,35,4.025469123224242e-12,1124.5
1047,35,2.1639369724398245e-11,1699.5
1048,35,1.2122982920984744e-12,449.5
1049,35,1.7066841533873068e-12,424.5
1050,35,1.0406941820932122e-12,1224.5
1051,35,2.183034422853156e-12,674.5
1052,35,1.7836135816583966e-12,1749.5
1053,35,3.5095423715611145e-11,1424.5
1054,35,1.2782625856988709e-12,1424.5
1055,35,1.2032995517734648e-12,974.5
1056,35,1.0420639271729016e-11,1024.5
1057,35,5.668091439000579e-12,1124.5
1058,35,1.542073582577197e-12,1449.5
1059,35,5.394991309569753e-12,1224.5
1060,35,3.1742071987596888e-12,1199.5
1061,35,2.2899071275472375e-12,999.5
1062,35,1.1546998389184084e-12,824.5
1063,35,5.6114286890659e-12,1374.5
1064,35,1.870515612903871e-12,1949.5
1065,35,1.2509387908027145e-12,1224.5
1066,35,1.0559521628400173e-12,649.5
1067,35,1.2907194739568417e-12,1649.5
1068,35,7.10592716608558e-13,1924.5
1069,35,2.253073351068546e-12,924.5
1072,35,3.7020234783185396e-12,1724.5
1073,35,8.416501215877659e-13,949.5
1074,35,1.771202972047895e-12,1749.5
1075,35,7.193595783302225e-11,1949.5
1076,35,1.626844719956358e-12,1174.5
1079,35,1.5284433452247009e-12,949.5
1080,35,6.240939086230718e-11,1949.5
1081,35,2.0142943118411645e-11,1299.5
1082,35,1.2137646359142838e-12,1074.5
1084,35,7.026939467073439e-13,774.5
1088,35,4.259788133788833e-12,1699.5
1089,35,3.5546147988098764e-12,999.5
1090,35,4.6811586703544016e-11,1949.5
1091,35,6.663249248097326e-13,1599.5
1093,35,1.1678153557232048e-12,1149.5
1094,35,2.342963743948722e-12,1374.5
1095,35,2.0187986912632658e-12,924.5
1096,35,2.6560972147000746e-12,849.5
1097,35,1.519499299302631e-11,1674.5
1098,35,1.8266586607275554e-12,1699.5
1099,35,1.770354184760823e-12,324.5
1101,35,4.681844443444345e-12,1449.5
1102,35,1.2004071175715597e-12,1224.5
1103,35,1.0822014231804945e-12,1474.5
1104,35,1.3038858960829545e-12,799.5
1105,35,1.681505807507211e-12,824.5
1106,35,2.0807681456866957e-12,574.5
1107,35,5.208709773758035e-13,424.5
1108,35,2.3816845043817354e-12,674.5
1109,35,1.4103689237776716e-12,1849.5
1110,35,9.557740295576498e-13,174.5
1112,35,9.794431743952073e-13,874.5
1113,35,3.8163836011592274e-13,1624.5
1115,35,7.641929432060318e-12,1799.5
1116,35,2.275022833619778e-12,1749.5
1117,35,1.871330743126363e-12,1949.5
1118,35,4.271498813435706e-12,1374.5
1120,35,1.524195107806991e-12,1749.5
1123,35,2.8610056243212345e-12,1024.5
1124,35,1.883910040263711e-12,499.5
1125,35,1.3697361539668386e-10,1599.5
1126,35,1.8207960958438268e-11,1024.5
1127,35,4.45841171502486e-12,999.5
1128,35,2.5483915623536568e-12,1649.5
1129,35,2.387706849332883e-12,1724.5
1130,35,3.1167668300515597e-12,1949.5
1131,35,2.3193916909366802e-12,1649.5
1132,35,1.0806076622849458e-11,699.5
1133,35,7.055084322425552e-12,1899.5
1134,35,1.410763774408006e-12,649.5
1135,35,2.777020798597572e-12,1674.5
1136,35,1.6648717597850706e-12,1799.5
1137,35,2.8837935917896228e-12,1799.5
1138,35,2.0865373444592163e-11,1874.5
1139,35,2.232067226870342e-12,1624.5
1140,35,1.447028778740129e-09,1949.5
1141,35,2.209910251978028e-12,1499.5
1142,35,1.5197379346525222e-12,799.5
1143,35,3.863875955388743e-12,1474.5
1145,35,2.118878886843006e-12,1849.5
1146,35,1.123840291650921e-12,1224.5
1147,35,4.460532518404523e-11,1374.5
1148,35,1.4104839676574719e-11,1174.5
1149,35,1.9448288316886184e-12,1699.5
1150,35,8.686105594069852e-13,1399.5
1152,35,3.793806886120376e-12,649.5
1153,35,2.0954755311243145e-12,1074.5
1154,35,3.4510706329699128e-12,1849.5
1155,35,1.2335421212650326e-12,899.5
1156,35,1.2776907865075416e-12,1049.5
1157,35,6.615722330747906e-12,1699.5
1158,35,1.1627461452764145e-11,1449.5
1159,35,2.4254117282471597e-12,749.5
1160,35,5.3421070124378415e-12,1349.5
1161,35,4.0395799634043597e-11,1324.5
1162,35,4.754604849928563e-13,1299.5
1163,35,2.5008710276872338e-12,949.5
1164,35,2.5921658709824984e-12,1224.5
1165,35,2.7899933294716318e-11,1724.5
1166,35,1.899985618824727e-12,1774.5
1169,35,2.337193175813746e-12,1374.5
1171,35,2.7543622875779316e-12,949.5
1172,35,2.595839892296895e-12,949.5
1173,35,3.95583697775967e-12,899.5
1175,35,3.377897523426233e-12,824.5
1177,35,8.713979876841206e-12,1149.5
1178,35,1.3146495067709864e-12,724.5
1179,35,2.7217841373596993e-12,1549.5
1181,35,2.217060467971352e-12,1899.5
1182,35,5.357186083295167e-11,1799.5
1184,35,2.7811206752845025e-10,1949.5
1185,35,4.515123446201708e-12,799.5
1187,35,2.080426738053929e-12,724.5
1188,35,4.5669598547756025e-11,1599.5
1189,35,5.043660608471109e-12,899.5
1190,35,3.1608891334720733e-12,1099.5
1191,35,5.4602310738667214e-11,1924.5
1193,35,1.7419258840775661e-12,1049.5
1194,35,2.843890655421857e-12,1949.5
1195,35,8.898058645489399e-13,999.5
1196,35,1.868139369109129e-12,1099.5
1197,35,1.4828240498280317e-12,649.5
1198,35,5.742878316318182e-12,1474.5
1199,35,5.580206777882277e-12,1774.5
1200,35,3.222277926167669e-12,1124.5
1201,35,9.675479825978516e-12,674.5
1202,35,3.7407434698227706e-11,1949.5
1205,35,3.2782663998134904e-12,724.5
1206,35,1.0687482052066284e-12,1174.5
1207,35,1.4972117057444919e-12,1224.5
1208,35,6.370052926965476e-13,949.5
1209,35,3.536998413238012e-11,1424.5
1212,35,2.9057773090343675e-10,1949.5
1213,35,5.974426410538359e-12,1299.5
1214,35,1.2301938289868833e-12,624.5
1217,35,3.837380725299532e-12,899.5
1218,35,1.7618567754663407e-11,1624.5
1219,35,2.8657138001398162e-12,1149.5
1220,35,3.175818390905727e-12,1349.5
1221,35,8.831123658414365e-12,1124.5
1222,35,1.3433292824017368e-12,1299.5
1224,35,1.0471427168007797e-12,1049.5
1226,35,1.262377295497682e-12,649.5
1227,35,7.701339822751975e-12,1949.5
1228,35,7.115853847191756e-13,649.5
1229,35,1.231885842813237e-12,1774.5
1231,35,4.794214786429485e-13,724.5
1232,35,3.771010546114497e-12,974.5
1234,35,1.4642111607642178e-11,1524.5
1236,35,5.2483671081271575e-12,1324.5
1237,35,1.5802977528933069e-12,1499.5
1238,35,1.2673396022062025e-12,799.5
1240,35,4.237879921544207e-12,1349.5
1241,35,1.6164645684185996e-12,924.5
1242,35,9.18999070086389e-13,1499.5
1243,35,1.345241242207036e-12,1274.5
1244,35,2.152066719428149e-12,749.5
1245,35,1.2978172134862164e-12,899.5
1246,35,1.7516333656216407e-11,1399.5
1249,35,1.725970491146158e-12,1699.5
1250,35,1.7939113447074825e-12,1149.5
1251,35,1.0561625664912202e-12,1424.5
1253,35,1.09647501944607e-12,1024.5
1254,35,2.2955917981877864e-12,1074.5
1255,35,2.6688423635950364e-12,874.5
1256,35,3.789595169555853e-12,1149.5
1257,35,3.184600435618735e-12,1549.5
1258,35,1.6202607597592197e-12,824.5
1259,35,1.826095141318479e-12,674.5
1260,35,3.1728532622188212e-12,949.5
1261,35,3.809238642362983e-12,774.5
1263,35,2.9066568171055218e-12,1249.5
1264,35,1.1701006260051258e-12,1724.5
1266,35,2.4524492098325413e-12,1599.5
1267,35,2.3934713244955267e-12,949.5
1268,35,1.6156497505564825e-12,899.5
1272,35,1.5595884718396225e-12,1399.5
1274,35,1.3961311862687529e-10,1949.5
1275,35,2.9250058535579986e-12,1724.5
1276,35,4.640381358520743e-13,574.5
1279,35,1.994691630444386e-12,399.5
1280,35,2.470717459442098e-12,1149.5
1282,35,4.293772887387505e-12,1699.5
1283,35,2.605968956269266e-12,1099.5
1284,35,2.410843347989637e-12,1399.5
1287,35,1.1756626520743834e-12,1324.5
1289,35,8.794442498216776e-13,1649.5
1298,35,6.419251155840739e-13,949.5
1299,35,1.4001506385581866e-12,1324.5
1301,35,1.0328446412293304e-12,1799.5
1302,35,9.58650083605188e-13,1724.5
1303,35,1.1959043771086309e-12,999.5
1304,35,1.950701350725867e-12,1074.5
1305,35,5.006164558217539e-12,1524.5
1306,35,1.0369421355386506e-11,1024.5
1309,35,2.96032808330571e-12,1799.5
1310,35,4.242002066242702e-12,1599.5
1311,35,2.870882952123151e-12,1699.5
1312,35,3.790004958786962e-12,949.5
1313,35,1.6097801852308117e-12,1024.5
1314,35,6.13541687091849e-13,1149.5
1315,35,5.707488806705068e-12,1499.5
1316,35,8.441973501958686e-11,1899.5
1317,35,5.3233474045301027e-11,1774.5
1318,35,1.6159477849311124e-12,1224.5
1319,35,7.245177189746769e-13,1224.5
1320,35,2.184434478181472e-12,1724.5
1321,35,6.7165042923529176e-12,1374.5
1323,35,2.080459501102236e-12,1149.5
1324,35,1.233322715755937e-12,1174.5
1325,35,1.3479994977473348e-12,924.5
1326,35,2.9089302483961803e-12,1099.5
1327,35,9.909957843321328e-13,1049.5
1329,35,1.2329264882305025e-12,1299.5
1330,35,2.5619069131424642e-12,949.5
1331,35,2.458186820655446e-12,1674.5
1332,35,2.1914650084613473e-12,1074.5
1333,35,3.9480352585210474e-13,449.5
1334,35,1.1686863425799288e-11,1649.5
1335,35,6.871514672029498e-12,1824.5
1336,35,1.8544578772004774e-10,1949.5
1337,35,3.088629914814651e-11,1899.5
1338,35,1.5932621929555181e-12,1249.5
1339,35,8.554029058894985e-12,1499.5
1340,35,3.0609935697438315e-11,1774.5
1341,35,9.40299128364956e-11,1699.5
1342,35,1.5914161987860498e-12,1774.5
1343,35,1.8076286422560477e-12,749.5
1344,35,1.10422408470308e-12,1749.5
1345,35,2.4925391819964795e-12,949.5
1346,35,8.672940793045615e-13,1049.5
1347,35,2.1978079353859024e-12,899.5
1348,35,3.6107961555338938e-12,1574.5
1349,35,1.852727310743404e-12,1924.5
1351,35,4.1385111570162976e-12,1724.5
1352,35,9.219987379760432e-13,1424.5
1353,35,7.488639254256497e-10,1949.5
1354,35,2.9395881064617824e-12,1799.5
1355,35,7.933801760041618e-12,1249.5
1356,35,1.8998992733436235e-10,1924.5
1360,35,6.83875577303557e-10,1949.5
1361,35,2.8066510804379865e-12,1349.5
1362,35,2.966662203890682e-12,1574.5
1363,35,3.1761259450860784e-12,1799.5
1365,35,3.694686051550743e-12,1074.5
1367,35,1.1198639274847022e-12,524.5
1368,35,5.474604532175589e-12,1249.5
1369,35,2.4837112219275063e-12,1574.5
1370,35,1.3998415540981925e-12,924.5
1372,35,2.5139125145868844e-11,1899.5
1373,35,1.8877137948734125e-12,1174.5
1374,35,1.634514134694779e-12,774.5
1375,35,1.1852770899115077e-12,774.5
1376,35,2.3932888959835663e-12,1749.5
1377,35,4.229626327585366e-12,849.5
1378,35,1.3180386270707674e-12,1074.5
1379,35,2.188252957612267e-12,574.5
1380,35,3.147004873075887e-12,424.5
1381,35,3.197258249794309e-12,1849.5
1382,35,4.228351540843246e-12,1324.5
1383,35,2.8094088079428297e-12,1049.5
1384,35,1.7473129508846905e-12,1724.5
1385,35,1.6374217247709506e-12,624.5
1386,35,2.98278710493769e-12,1599.5
1387,35,1.0239664899663667e-11,1799.5
1388,35,3.0195082639987282e-12,1249.5
1389,35,1.926840867332744e-12,1124.5
1391,35,2.572118382695742e-13,674.5
1392,35,2.181684350184507e-12,1799.5
1395,35,1.1292635831355829e-12,1624.5
1396,35,1.9312940524362802e-12,1324.5
1397,35,1.13477081429855e-12,999.5
1398,35,2.341439573577541e-12,849.5
1399,35,4.227248165338727e-12,499.5
1400,35,8.868316792592768e-13,674.5
1401,35,3.4640807189513948e-12,1549.5
1402,35,5.222546893410477e-12,999.5
1403,35,1.905841198419153e-12,1549.5
1404,35,1.1228016905322828e-12,549.5
1405,35,8.156690673363652e-13,1224.5
1406,35,8.592616702182256e-13,399.5
1407,35,2.3577799819721257e-12,1824.5
1408,35,9.1096126654871e-13,1949.5
1409,35,2.10284566845038e-12,824.5
1410,35,1.970374714711648e-12,1024.5
1411,35,1.8483882631358533e-12,1224.5
1412,35,5.620378168173933e-12,1574.5
1413,35,2.5871555397678973e-12,1224.5
1414,35,1.5902550590535729e-12,1099.5
1415,35,2.2053702174661576e-11,1849.5
1416,35,1.0642424840750507e-11,1749.5
1417,35,2.67493106078986e-12,399.5
1418,35,6.037279383188537e-13,774.5
1419,35,2.3579551356652312e-12,1224.5
1421,35,2.689770201622397e-12,1724.5
1422,35,2.624948939832379e-12,1749.5
1423,35,1.9344602568967722e-12,474.5
1424,35,3.1013863652851993e-11,1724.5
1425,35,2.8854297779792162e-12,1424.5
1426,35,3.8841785541940736e-12,1749.5
1429,35,2.6131726114678367e-12,1249.5
1430,35,2.9365381158824458e-12,1374.5
1431,35,1.3777232909844444e-12,1449.5
1432,35,2.2649415630727732e-12,1274.5
1433,35,7.617603314371778e-12,849.5
1434,35,3.2996787410512007e-12,1099.5
1435,35,6.778935193452162e-13,774.5
1437,35,1.3428913291319428e-12,1899.5
1439,35,1.732569672903521e-11,1174.5
1440,35,3.311199948280639e-12,1074.5
1441,35,2.2029798850850873e-12,1649.5
1442,35,1.2675570238073045e-12,674.5
1443,35,1.105485287163803e-11,1724.5
1444,35,2.003712014034317e-11,1224.5
1445,35,1.5633702567246126e-12,1824.5
1446,35,2.2269145104924416e-12,1199.5
1447,35,3.122370893514881e-12,1524.5
1448,35,1.570343391778315e-12,1049.5
1449,35,2.161205667369665e-11,1174.5
1450,35,2.649098272982346e-12,1224.5
1451,35,1.6180670692098812e-10,1949.5
1452,35,1.0410875057580532e-11,1474.5
1453,35,1.5130607434459694e-12,1849.5
1454,35,3.39419917915886e-12,1624.5
1455,35,6.658967890511572e-13,1524.5
1456,35,1.575768313329911e-12,1624.5
1457,35,1.1792162877048518e-12,1424.5
1458,35,2.4022619931826487e-10,1949.5
1459,35,9.998576789800656e-12,874.5
1461,35,3.921853256905444e-12,1774.5
1462,35,1.0033172202278012e-11,1274.5
