Compound_Name,SMILES_PubChem,logKp(cm/h),logKp(cm/s),Ref,T_K,Anatomical_location,Diffusion_cell,Receptor_medium,can_SMILES
Pellitorine,CCCCC/C=C/C=C/C(=O)NCC(C)C,-3.96,-7.52,63,305.15,Surgery,Static Franz Cell,PBS,CCCCC/C=C/C=C/C(=O)NCC(C)C
Butobarbital,CCCCC1(C(=O)NC(=O)NC1=O)CC,-3.72,-7.28,2,303.15,Human Skin,Static/Stirred/Flow,saline solution/phosphate buffer/isotonic aqueous solution,CCCCC1(CC)C(=O)NC(=O)NC1=O
"N4-Hexanoyl-4-Amino-1-[(2R,3S,4R,5R)-3,4-Dihydroxy-5 (Hydroxymethyl)Oxolan-2-Yl] Pyrimidin-2-One",CCCCCC(=O)NC1=NC(=O)N(C=C1)[C@H]2[C@H]([C@@H]([C@H](O2)CO)O)O,-2.18,-5.74,89,305.15,"Abdominoplasty, Abdomen",Franz Cell,PBS,CCCCCC(=O)Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2O)c(=O)n1
Hexanoic Acid,CCCCCC(=O)O,-1.92,-5.48,14,305.15,Human Abdominal Skin,Static,PBS/Saline,CCCCCC(=O)O
Hydrocortisone Hexanoate,CCCCCC(=O)OCC(=O)[C@]1(CC[C@@H]2[C@@]1(C[C@@H]([C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)O)C)O,-2.0,-5.56,28,305.15,Human Abdominal Skin,Static,PBS/isotonic saline/Physiological saline,CCCCCC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C
2-Heptanone,CCCCCC(=O)C,-2.0,-5.56,3,305.15,Abdominal Human Skin,Static/Stirred,phosphate-buffered saline,CCCCCC(C)=O
Heptanoic Acid,CCCCCCC(=O)O,-1.7,-5.26,1,305.15,Human Abdominal Skin,Static/Flow/Side-By-Side,phosphate-buffered saline/physiological saline,CCCCCCC(=O)O
Octanoic Acid,CCCCCCCC(=O)O,-1.62,-5.18,14,305.15,Human Abdominal Skin,Static,PBS/Saline,CCCCCCCC(=O)O
(Hydrocortisone-21-Yl)-Octanoate,CCCCCCCC(=O)OCC(=O)[C@]1(CC[C@@H]2[C@@]1(C[C@@H]([C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)O)C)O,-1.21,-4.77,1,305.15,Human Abdominal Skin,Static/Flow/Side-By-Side,Phosphate-buffered saline/physiological saline,CCCCCCCC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C
Sodium Lauryl Sulphate,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],-2.54,-6.1,105,305.15,Human Abdominal Skin,Static,PBS,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+]
N-Decanol,CCCCCCCCCCO,-1.14,-4.7,28,305.15,Human Abdominal Skin,Static,PBS/isotonic saline/Physiological saline,CCCCCCCCCCO
N-Nonanol,CCCCCCCCCO,-1.22,-4.78,28,305.15,Human Abdominal Skin,Static,PBS/isotonic saline/Physiological saline,CCCCCCCCCO
1-Octyl-2-Pyrrolidone,CCCCCCCCN1CCCC1=O,-1.27,-4.83,28,305.15,Human Abdominal Skin,Static,PBS/Isotonic saline/Physiological saline,CCCCCCCCN1CCCC1=O
1-Octyl-2-Azacycloheptanone,CCCCCCCCN1CCCCCC1=O,-1.28,-4.84,28,305.15,Human Abdominal Skin,Static,PBS/Isotonic saline/Physiological saline,CCCCCCCCN1CCCCCC1=O
N-Octanol,CCCCCCCCO,-1.31,-4.87,28,305.15,Human Abdominal Skin,Static,PBS/isotonic saline/Physiological saline,CCCCCCCCO
N-Heptyl-N-(4-Methylbenzyl)Amine,CCCCCCCNCC1=CC=C(C=C1)C,-2.23,-5.79,28,305.15,Human Abdominal Skin,Static,PBS/isotonic saline/Physiological saline,CCCCCCCNCc1ccc(C)cc1
N-Heptanol,CCCCCCCO,-1.5,-5.06,1,305.15,Human Abdominal Skin,Static/Flow/Side-By-Side,phosphate-buffered saline/physiological saline,CCCCCCCO
1-Hexyl-2-Pyrrolidone,CCCCCCN1CCCC1=O,-1.65,-5.21,28,305.15,Human Abdominal Skin,Static,PBS/Isotonic saline/Physiological saline,CCCCCCN1CCCC1=O
N-Hexyl-N-(4-Methylbenzyl)Amine,CCCCCCNCC1=CC=C(C=C1)C,-2.31,-5.87,28,305.15,Human Abdominal Skin,Static,PBS/isotonic saline/Physiological saline,CCCCCCNCc1ccc(C)cc1
1-Hexanol,CCCCCCO,-1.89,-5.45,2,303.15,Human Skin,Static/Stirred/Flow,Saline solution/Phosphate buffer/Isotonic aqueous solution,CCCCCCO
N-Hexyl Nicotinate,CCCCCCOC(=O)C1=CN=CC=C1,-1.75,-5.31,47,305.15,Human Abdominal Skin,Static/Stirred,PBS/Saline,CCCCCCOC(=O)c1cccnc1
N-Pentyl Thalidomide,CCCCCN1C(=O)CCC(C1=O)N2C(=O)C3=CC=CC=C3C2=O,-1.7,-5.26,28,305.15,Human Abdominal Skin,Static,PBS/isotonic saline/Physiological saline,CCCCCN1C(=O)CCC(N2C(=O)c3ccccc3C2=O)C1=O
N-Pentanol,CCCCCO,-2.22,-5.78,1,305.15,Human Abdominal Skin,Static/Flow/Side-By-Side,phosphate-buffered saline/physiological saline,CCCCCO
N-Butyl-N-(4-Methylbenzyl)Amine,CCCCNCC1=CC=C(C=C1)C,-3.16,-6.72,28,305.15,Human Abdominal Skin,Static,PBS/isotonic saline/Physiological saline,CCCCNCc1ccc(C)cc1
Butanol,CCCCO,-2.6,-6.16,4,305.15,Human Skin/Abdomen/Breast,Static/Stirred/Flow,buffered saline/ MEM,CCCCO
Butyl P-Aminobenzoate,CCCCOC(=O)C1=CC=C(C=C1)N,-1.58,-5.14,28,305.15,Human Abdominal Skin,Static,PBS/isotonic saline/Physiological saline,CCCCOC(=O)c1ccc(N)cc1
N-Butylparaben,CCCCOC(=O)C1=CC=C(C=C1)O,-1.89,-5.45,97,305.15,"Surgery, Abdomen",Static Franz Cell,Diisopropyl fluorophosphate in PBS at a concentration of 2.7 uM/mL,CCCCOC(=O)c1ccc(O)cc1
Dibutyl Phthalate,CCCCOC(=O)C1=CC=CC=C1C(=O)OCCCC,-5.64,-9.2,76,303.15,"Cadaver, Abdomen",Glass Diffusion Cell,Ethanol 50%,CCCCOC(=O)c1ccccc1C(=O)OCCCC
Butyl Nicotinate,CCCCOC(=O)C1=CN=CC=C1,-1.3,-4.86,14,305.15,Human Abdominal Skin,Static,PBS/Saline,CCCCOC(=O)c1cccnc1
2-Butoxyethanol,CCCCOCCO,-3.67,-7.23,35,303.15,Abdomen,Static,Distilled water,CCCCOCCO
2-(2-Butoxyethoxy)Ethanol,CCCCOCCOCCO,-4.45,-8.01,35,303.15,Abdomen,Static,Distilled water,CCCCOCCOCCO
Diethylene Glycol Mono butyl Ether Acetate,CCCCOCCOCCOC(=O)C,-4.22,-7.78,36,305.15,Abdomen,Static,0.9% Sodium Chloride Solution,CCCCOCCOCCOC(C)=O
Tboep,CCCCOCCOP(=O)(OCCOCCCC)OCCOCCCC,0.67,-2.89,21,305.15,Abdominal/Back/Breast Human Skin,Stirred,aqueous solution / phosphate buffer,CCCCOCCOP(=O)(OCCOCCCC)OCCOCCCC
Tnbp,CCCCOP(=O)(OCCCC)OCCCC,0.51,-3.05,21,305.15,Abdominal/Back/Breast Human Skin,Stirred,aqueous solution / phosphate buffer,CCCCOP(=O)(OCCCC)OCCCC
Fumonisin B1,CCCC[C@@H](C)[C@H]([C@H](C[C@@H](C)C[C@@H](CCCC[C@H](C[C@@H]([C@H](C)N)O)O)O)OC(=O)C[C@@H](CC(=O)O)C(=O)O)OC(=O)C[C@@H](CC(=O)O)C(=O)O,-5.49,-9.05,100,305.15,"Surgery, Abdomen",Static Franz Cell,PBS with BSA,CCCC[C@@H](C)[C@@H](OC(=O)C[C@@H](CC(=O)O)C(=O)O)[C@H](C[C@@H](C)C[C@H](O)CCCC[C@@H](O)C[C@H](O)[C@H](C)N)OC(=O)C[C@@H](CC(=O)O)C(=O)O
P-N-Butylphenol,CCCCC1=CC=C(C=C1)O,-1.11,-4.67,54,305.15,"Abdominoplasty, Abdomen",Franz Cell,PBS with ethanol,CCCCc1ccc(O)cc1
Prochloraz,CCCN(CCOC1=C(C=C(C=C1Cl)Cl)Cl)C(=O)N2C=CN=C2,0.83,-2.73,19,308.15,Abdominal Human Skin,Static,phosphate buffer,CCCN(CCOc1c(Cl)cc(Cl)cc1Cl)C(=O)n1ccnc1
N-Propyl Thalidomide,CCCN1C(=O)CCC(C1=O)N2C(=O)C3=CC=CC=C3C2=O,-2.24,-5.8,28,305.15,Human Abdominal Skin,Static,PBS/isotonic saline/Physiological saline,CCCN1C(=O)CCC(N2C(=O)c3ccccc3C2=O)C1=O
N_(4_Methylbenzyl)-N_propylamine,CCCNCC1=CC=C(C=C1)C,-3.41,-6.97,28,305.15,Human Abdominal Skin,Static,PBS/isotonic saline/Physiological saline,CCCNCc1ccc(C)cc1
Propanol,CCCO,-3.0,-6.56,46,295.15,"Cadaver, Abdomen",Custom Diffusion Chamber,NaCl solution,CCCO
N-Propyl P-Aminobenzoate,CCCOC(=O)C1=CC=C(C=C1)N,-1.09,-4.65,28,305.15,Human Abdominal Skin,Static,PBS/isotonic saline/Physiological saline,CCCOC(=O)c1ccc(N)cc1
Propylparaben,CCCOC(=O)C1=CC=C(C=C1)O,-1.88,-5.44,28,305.15,Human Abdominal Skin,Static,PBS/isotonic saline/Physiological saline,CCCOC(=O)c1ccc(O)cc1
2-Propoxyethanol,CCCOCCO,-3.19,-6.75,52,303.15,Cadaver,Franz Cell,Dulbecco PBS,CCCOCCO
4-Propoxyphenol,CCCOC1=CC=C(C=C1)O,-1.62,-5.18,14,305.15,Human Abdominal Skin,Static,PBS/Saline,CCCOc1ccc(O)cc1
Etorphine,CCC[C@](C)([C@H]1C[C@@]23C=C[C@@]1([C@H]4[C@@]25CCN([C@@H]3CC6=C5C(=C(C=C6)O)O4)C)OC)O,-2.44,-6.0,1,305.15,Human Abdominal Skin,Static/Flow/Side-By-Side,phosphate-buffered saline/physiological saline,CCC[C@@](C)(O)[C@H]1C[C@@]23C=C[C@]1(OC)[C@@H]1Oc4c(O)ccc5c4[C@@]12CCN(C)[C@@H]3C5
"Fpl 57,787",CCCC1=C2C(=C(C3=C1CCCC3)O)C(=O)C=C(O2)C(=O)O,-4.15,-7.71,28,305.15,Human Abdominal Skin,Static,PBS/isotonic saline/Physiological saline,CCCc1c2c(c(O)c3c(=O)cc(C(=O)O)oc13)CCCC2
Ethylamine,CCN,-3.09,-6.65,3,305.15,Abdominal Human Skin,Static/Stirred,phosphate-buffered saline,CCN
Dimethylethylamine,CCN(C)C,-2.24,-5.8,14,305.15,Human Abdominal Skin,Static,PBS/Saline,CCN(C)C
Diethylcarbamazine,CCN(CC)C(=O)N1CCN(CC1)C,-3.95,-7.51,2,303.15,Human Skin,Static/Stirred/Flow,saline solution/phosphate buffer/isotonic aqueous solution,CCN(CC)C(=O)N1CCN(C)CC1
Celiprolol Hydrochloride,CCN(CC)C(=O)NC1=CC(=C(C=C1)OCC(CNC(C)(C)C)O)C(=O)C.Cl,-3.23,-6.79,77,305.15,"Abdominoplasty, Abdomen",Franz Cell,Sorensen buffer,CCN(CC)C(=O)Nc1ccc(OCC(O)CNC(C)(C)C)c(C(C)=O)c1.Cl
DEET,CCN(CC)C(=O)C1=CC=CC(=C1)C,-3.24,-6.8,8,310.15,Full-Thickness Human Skin,Vertical Franz-Type Diffusion Cell,0.1 M phosphate-buffered saline (PBS),CCN(CC)C(=O)c1cccc(C)c1
Triethylamine,CCN(CC)CC,-2.31,-5.87,3,305.15,Abdominal Human Skin,Static/Stirred,phosphate-buffered saline,CCN(CC)CC
Lidocaine,CCN(CC)CC(=O)NC1=C(C=CC=C1C)C,-2.46,-6.02,110,305.15,Human Abdominal Skin/Stratum Corneum,Static,PBS,CCN(CC)CC(=O)Nc1c(C)cccc1C
Lidocaine Hydrochloride Monohydrate,CCN(CC)CC(=O)NC1=C(C=CC=C1C)C.O.Cl,-3.74,-7.3,97,305.15,"Surgery, Abdomen",Static Franz Cell,Citrate buffered saline,CCN(CC)CC(=O)Nc1c(C)cccc1C.Cl.O
Leuprolide,CCNC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](CC2=CC=C(C=C2)O)NC(=O)[C@H](CO)NC(=O)[C@H](CC3=CNC4=CC=CC=C43)NC(=O)[C@H](CC5=CN=CN5)NC(=O)[C@@H]6CCC(=O)N6,-5.37,-8.93,28,305.15,Human Abdominal Skin,Static,PBS/isotonic saline/Physiological saline,CCNC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@@H]1CCC(=O)N1
Diethylamine,CCNCC,-2.75,-6.31,3,305.15,Abdominal Human Skin,Static/Stirred,phosphate-buffered saline,CCNCC
N-Ethyl-N-(4-Methylbenzyl)Amine,CCNCC1=CC=C(C=C1)C,-3.41,-6.97,28,305.15,Human Abdominal Skin,Static,PBS/isotonic saline/Physiological saline,CCNCc1ccc(C)cc1
Simazine,CCNC1=NC(=NC(=N1)Cl)NCC,-2.32,-5.88,83,305.15,"Surgery, Abdomen",Static Franz Cell,PBS with BSA,CCNc1nc(Cl)nc(NCC)n1
Ethanol,CCO,-3.1,-6.66,1,305.15,Human Abdominal Skin,Static/Flow/Side-By-Side,phosphate-buffered saline/physiological saline,CCO
Diethyl Maleate,CCOC(=O)/C=C\C(=O)OCC,-1.59,-5.14,26,305.15,Human Abdominal Skin,Static,PBS (pH 7.4) + 0.02% sodium azide,CCOC(=O)/C=C\C(=O)OCC
Meperidine,CCOC(=O)C1(CCN(CC1)C)C2=CC=CC=C2,-2.43,-5.99,1,305.15,Human Abdominal Skin,Static/Flow/Side-By-Side,phosphate-buffered saline/physiological saline,CCOC(=O)C1(c2ccccc2)CCN(C)CC1
Malathion,CCOC(=O)CC(C(=O)OCC)SP(=S)(OC)OC,-0.69,-4.25,47,305.15,Human Abdominal Skin,Static/Stirred,PBS/Saline,CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC
Ethyl P-Aminobenzoate,CCOC(=O)c1ccc(N)cc1,-1.71,-5.27,28,305.15,Human Abdominal Skin,Static,PBS/isotonic saline/Physiological saline,CCOC(=O)c1ccc(N)cc1
Ethyl Paraben,CCOC(=O)c1ccc(O)cc1,-1.85,-5.41,28,305.15,Human Abdominal Skin,Static,PBS/isotonic saline/Physiological saline,CCOC(=O)c1ccc(O)cc1
Diethyl Phthalate,CCOC(=O)C1=CC=CC=C1C(=O)OCC,-4.94,-8.5,13,303.15,Abdomen,Static,50% aqueous ethanol,CCOC(=O)c1ccccc1C(=O)OCC
Ethyl Nicotinate,CCOC(=O)c1ccncc1,-1.72,-5.28,14,305.15,Human Abdominal Skin,Static,PBS/Saline,CCOC(=O)c1ccncc1
Ethyl Formate,CCOC=O,-3.01,-6.57,3,305.15,Abdominal Human Skin,Static/Stirred,phosphate-buffered saline,CCOC=O
Ethyl Ether,CCOCC,-2.8,-6.36,2,303.15,Human Skin,Static/Stirred/Flow,saline solution/phosphate buffer/isotonic aqueous solution,CCOCC
Ethyl 3-Ethoxypropionate,CCOC(=O)CCOCC,-3.11,-6.67,52,303.15,Cadaver,Franz Cell,Dulbecco PBS,CCOCCC(=O)OCC
2-Ethoxyethanol,CCOCCO,-3.6,-7.16,1,305.15,Human Abdominal Skin,Static/Flow/Side-By-Side,phosphate-buffered saline/physiological saline,CCOCCO
2-Ethoxyethyl Acetate,CCOCCOC(=O)C,-3.09,-6.65,47,305.15,Human Abdominal Skin,Static/Stirred,PBS/Saline,CCOCCOC(C)=O
2-(2-Ethoxyethoxy)Ethanol,CCOCCOCCO,-3.88,-7.44,35,303.15,Abdomen,Static,Distilled water,CCOCCOCCO
Parathion,CCOP(=S)(OCC)OC1=CC=C(C=C1)[N+](=O)[O-],-3.72,-7.28,29,310.15,Human Cadaver Skin/Back,"Flow-
Through",Eagle’s MEM-BSS (Minimum Essential Medium–Balanced Salt Solution) + Gentamicin,CCOP(=S)(OCC)Oc1ccc([N+](=O)[O-])cc1
Chlorpyrifos,CCOP(=S)(OCC)OC1=NC(=C(C=C1Cl)Cl)Cl,-3.96,-7.52,47,305.15,Human Abdominal Skin,Static/Stirred,PBS/Saline,CCOP(=S)(OCC)Oc1nc(Cl)c(Cl)cc1Cl
7-Ethoxycoumarin,CCOC1=CC2=C(C=C1)C=CC(=O)O2,-0.92,-4.48,26,305.15,Human Abdominal Skin,Static,PBS (pH 7.4) + 0.02% sodium azide,CCOc1ccc2ccc(=O)oc2c1
4-Ethyl Phenol,CCC1=CC=C(C=C1)O,-1.46,-5.02,1,305.15,Human Abdominal Skin,Static/Flow/Side-By-Side,phosphate-buffered saline/physiological saline,CCc1ccc(O)cc1
N-Ethyl Carbamazepine,CCC1=CC2=C(C=C1)N(C3=CC=CC=C3C=C2)C(=O)N,-1.73,-5.29,28,305.15,Human Abdominal Skin,Static,PBS/isotonic saline/Physiological saline,CCc1ccc2c(c1)C=Cc1ccccc1N2C(N)=O
Etodolac,CCC1=C2C(=CC=C1)C3=C(N2)C(OCC3)(CC)CC(=O)O,-1.92,-5.48,14,305.15,Human Abdominal Skin,Static,PBS/Saline,CCc1cccc2c3c([nH]c12)C(CC)(CC(=O)O)OCC3
Ethyl Benzene,CCc1ccccc1,-1.15,-4.71,3,305.15,Abdominal Human Skin,Static/Stirred,phosphate-buffered saline,CCc1ccccc1
Trimethylamine,CN(C)C,-3.73,-7.29,109,305.15,Human Abdominal Skin,Static,PBS,CN(C)C
Tetramethyl Thiuram Disulfide,CN(C)C(=S)SSC(=S)N(C)C,-1.89,-5.45,26,305.15,Human Abdominal Skin,Static,PBS (pH 7.4) + 0.02% sodium azide,CN(C)C(=S)SSC(=S)N(C)C
Dimethyl Formamide,CN(C)C=O,-2.02,-5.58,47,305.15,Human Abdominal Skin,Static/Stirred,PBS/Saline,CN(C)C=O
Chlorpheniramine,CN(C)CCC(C1=CC=C(C=C1)Cl)C2=CC=CC=N2,-2.66,-6.22,1,305.15,Human Abdominal Skin,Static/Flow/Side-By-Side,phosphate-buffered saline/physiological saline,CN(C)CCC(c1ccc(Cl)cc1)c1ccccn1
"N,N-Dimethyl Aniline",CN(C)C1=CC=CC=C1,-1.7,-5.26,47,305.15,Human Abdominal Skin,Static/Stirred,PBS/Saline,CN(C)c1ccccc1
Terbinafine,CC(C)(C)C#C/C=C/CN(C)CC1=CC=CC2=CC=CC=C21,-3.0,-6.56,47,305.15,Human Abdominal Skin,Static/Stirred,PBS/Saline,CN(C/C=C/C#CC(C)(C)C)Cc1cccc2ccccc12
Methotrexate,CN(CC1=CN=C2C(=N1)C(=NC(=N2)N)N)C3=CC=C(C=C3)C(=O)N[C@@H](CCC(=O)O)C(=O)O,-3.36,-6.92,28,305.15,Human Abdominal Skin,Static,PBS/isotonic saline/Physiological saline,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1
Ranitidine,CN/C(=C\[N+](=O)[O-])/NCCSCC1=CC=C(O1)CN(C)C,-3.85,-7.41,14,305.15,Human Abdominal Skin,Static,PBS/Saline,CN/C(=C\[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1
Nizatidine,CN/C(=C\[N+](=O)[O-])/NCCSCC1=CSC(=N1)CN(C)C,-4.22,-7.78,14,305.15,Human Abdominal Skin,Static,PBS/Saline,CN/C(=C\[N+](=O)[O-])NCCSCc1csc(CN(C)C)n1
N-Methyl Thalidomide,CN1C(=O)CCC(C1=O)N2C(=O)C3=CC=CC=C3C2=O,-2.93,-6.49,28,305.15,Human Abdominal Skin,Static,PBS/isotonic saline/Physiological saline,CN1C(=O)CCC(N2C(=O)c3ccccc3C2=O)C1=O
Piroxicam,CN1C(=C(C2=CC=CC=C2S1(=O)=O)O)C(=O)NC3=CC=CC=N3,-3.81,-7.37,2,303.15,Human Skin,Static/Stirred/Flow,saline solution/phosphate buffer/isotonic aqueous solution,CN1C(C(=O)Nc2ccccn2)=C(O)c2ccccc2S1(=O)=O
Tenoxicam,CN1C(=C(C2=C(S1(=O)=O)C=CS2)O)C(=O)NC3=CC=CC=N3,-3.05,-6.61,105,305.15,Human Abdominal Skin,Static,PBS,CN1C(C(=O)Nc2ccccn2)=C(O)c2sccc2S1(=O)=O
Hydromorphine,CN1CCC23C4C1CC5=C2C(=C(C=C5)O)OC3C(=O)CC4,-4.82,-8.38,6,305.15,Human Cadaver Skin,Static,isotonic phosphate buffer,CN1CCC23c4c5ccc(O)c4OC2C(=O)CCC3C1C5
Nicotine,CN1CCC[C@H]1C2=CN=CC=C2,-3.78,-7.34,66,310.15,"Surgery, Breast",Static Franz Cell,"Hanks balanced salt solution with 50 mg/L of gentamicin sulfate, 5.96 g/L of HEPES",CN1CCC[C@H]1c1cccnc1
Oxymorphone,CN1CC[C@]23[C@@H]4C(=O)CC[C@]2([C@H]1CC5=C3C(=C(C=C5)O)O4)O,-4.18,-7.73,75,310.15,"Surgery, Abdomen",Static Franz Cell,PBS with sodium azide,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5
Hydromorphone,CN1CC[C@]23[C@@H]4[C@H]1CC5=C2C(=C(C=C5)O)O[C@H]3C(=O)CC4,-4.82,-8.38,1,305.15,Human Abdominal Skin,Static/Flow/Side-By-Side,phosphate-buffered saline/physiological saline,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@H]3[C@H]1C5
Morphine,CN1CC[C@]23[C@@H]4[C@H]1CC5=C2C(=C(C=C5)O)O[C@H]3[C@H](C=C4)O,-5.03,-8.59,1,305.15,Human Abdominal Skin,Static/Flow/Side-By-Side,phosphate-buffered saline/physiological saline,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](O)C=C[C@H]3[C@H]1C5
Dihydromorphine,CN1CC[C@]23[C@@H]4[C@H]1CC5=C2C(=C(C=C5)O)O[C@H]3[C@H](CC4)O,-4.17,-7.72,75,310.15,"Surgery, Abdomen",Static Franz Cell,PBS with sodium azide,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](O)CC[C@H]3[C@H]1C5
Scopolamine,CN1[C@@H]2CC(C[C@H]1[C@H]3[C@@H]2O3)OC(=O)[C@H](CO)C4=CC=CC=C4,-4.47,-8.03,110,305.15,Human Abdominal Skin/Stratum Corneum,Static,PBS,CN1[C@@H]2CC(OC(=O)[C@H](CO)c3ccccc3)C[C@H]1[C@@H]1O[C@@H]12
Atropine,CN1[C@@H]2CC[C@H]1CC(C2)OC(=O)C(CO)C3=CC=CC=C3,-5.07,-8.63,1,305.15,Human Abdominal Skin,Static/Flow/Side-By-Side,phosphate-buffered saline/physiological saline,CN1[C@@H]2CC[C@H]1CC(OC(=O)C(CO)c1ccccc1)C2
Dimethoate,CNC(=O)CSP(=S)(OC)OC,0.25,-3.31,18,305.15,Breast Human Skin,Static,aqueous solution,CNC(=O)CSP(=S)(OC)OC
Methiocarb,CC1=CC(=CC(=C1SC)C)OC(=O)NC,1.03,-2.53,19,308.15,Abdominal Human Skin,Static,phosphate buffer,CNC(=O)Oc1cc(C)c(SC)c(C)c1
Propoxur,CC(C)OC1=CC=CC=C1OC(=O)NC,-2.59,-6.15,47,305.15,Human Abdominal Skin,Static/Stirred,PBS/Saline,CNC(=O)Oc1ccccc1OC(C)C
Nortriptyline,CNCCC=C1C2=CC=CC=C2CCC2=CC=CC=C12,-4.4,-7.96,28,305.15,Human Abdominal Skin,Static,PBS/isotonic saline/Physiological saline,CNCCC=C1c2ccccc2CCc2ccccc21
Monomethylhydrazine,CNN,-3.75,-7.31,3,305.15,Abdominal Human Skin,Static/Stirred,phosphate-buffered saline,CNN
Ephedrine,C[C@@H]([C@@H](C1=CC=CC=C1)O)NC,-2.22,-5.78,1,305.15,Human Abdominal Skin,Static/Flow/Side-By-Side,phosphate-buffered saline/physiological saline,CN[C@@H](C)[C@H](O)c1ccccc1
Methanol,CO,-3.46,-7.02,3,305.15,Abdominal Human Skin,Static/Stirred,phosphate-buffered saline,CO
Dimethyl Fumarate,COC(=O)/C=C/C(=O)OC,-0.1,-3.66,15,305.15,Abdominal Human Skin,Flow,polychlorotrifluoroethylene,COC(=O)/C=C/C(=O)OC
Hydrocortisone Methyl Pimelate,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2[C@H](C[C@]4([C@H]3CC[C@@]4(C(=O)COC(=O)CCCCCC(=O)OC)O)C)O,-2.27,-5.83,2,303.15,Human Skin,Static/Stirred/Flow,saline solution/phosphate buffer/isotonic aqueous solution,COC(=O)CCCCCC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C
Methyl 4-Hydroxyphenylacetate,COC(=O)CC1=CC=C(C=C1)O,-1.7,-5.26,28,305.15,Human Abdominal Skin,Static,PBS/isotonic saline/Physiological saline,COC(=O)Cc1ccc(O)cc1
Carbendazim,COC(=O)NC1=NC2=CC=CC=C2N1,-2.47,-6.03,83,305.15,"Surgery, Abdomen",Static Franz Cell,PBS with BSA,COC(=O)Nc1nc2ccccc2[nH]1
Methyl P-Aminobenzoate,COC(=O)C1=CC=C(C=C1)N,-1.18,-4.74,28,305.15,Human Abdominal Skin,Static,PBS/isotonic saline/Physiological saline,COC(=O)c1ccc(N)cc1
